1|1|255716|8.22|4|0|
1|2|257690|8.29|6|5|
1|3|257184|8.27|3|3|
1|4|256389|8.24|5|0|
1|5|257887|8.29|4|0|
1|6|258742|8.32|4|1|
1|7|255769|8.22|2|2|
1|8|255354|8.21|2|2|
1|9|255663|8.22|2|1|
1|10|255836|8.23|4|0|
1|11|257524|8.28|5|1|
2|11662|11661|44.43|
3|1|1|6904|
3|1|2|7246|
3|1|3|6578|
3|1|4|6845|
3|1|5|7159|
3|1|6|6959|
3|1|7|6398|
3|1|8|6546|
3|1|9|7005|
3|1|10|6464|
3|1|11|7000|
3|2|1|6615|
3|2|2|6544|
3|2|3|6843|
3|2|4|6906|
3|2|5|7182|
3|2|6|7139|
3|2|7|7062|
3|2|8|6590|
3|2|9|7118|
3|2|10|7028|
3|2|11|6647|
3|3|1|7237|
3|3|2|7096|
3|3|3|7465|
3|3|4|7379|
3|3|5|7577|
3|3|6|7610|
3|3|7|7504|
3|3|8|7976|
3|3|9|7641|
3|3|10|8007|
3|3|11|7628|
3|4|1|6693|
3|4|2|6451|
3|4|3|6646|
3|4|4|6272|
3|4|5|6225|
3|4|6|6268|
3|4|7|6430|
3|4|8|6821|
3|4|9|6446|
3|4|10|6448|
3|4|11|6723|
3|5|1|7041|
3|5|2|7552|
3|5|3|6984|
3|5|4|6900|
3|5|5|7223|
3|5|6|7230|
3|5|7|7427|
3|5|8|7204|
3|5|9|7045|
3|5|10|7084|
3|5|11|6777|
3|6|1|5835|
3|6|2|5602|
3|6|3|5368|
3|6|4|5450|
3|6|5|5731|
3|6|6|5185|
3|6|7|5431|
3|6|8|5183|
3|6|9|5799|
3|6|10|5187|
3|6|11|5405|
3|7|1|6366|
3|7|2|6816|
3|7|3|6404|
3|7|4|6338|
3|7|5|6875|
3|7|6|6570|
3|7|7|6772|
3|7|8|6394|
3|7|9|6738|
3|7|10|6438|
3|7|11|6619|
3|8|1|6141|
3|8|2|6817|
3|8|3|6453|
3|8|4|6815|
3|8|5|6251|
3|8|6|6453|
3|8|7|6722|
3|8|8|6987|
3|8|9|6362|
3|8|10|6269|
3|8|11|6133|
3|9|1|6964|
3|9|2|7030|
3|9|3|6980|
3|9|4|7215|
3|9|5|6695|
3|9|6|7062|
3|9|7|6710|
3|9|8|6920|
3|9|9|6802|
3|9|10|6878|
3|9|11|6492|
3|10|1|6949|
3|10|2|6775|
3|10|3|7152|
3|10|4|6939|
3|10|5|7124|
3|10|6|7161|
3|10|7|7722|
3|10|8|6597|
3|10|9|7188|
3|10|10|7239|
3|10|11|6802|
3|11|1|7723|
3|11|2|7093|
3|11|3|7871|
3|11|4|7634|
3|11|5|7405|
3|11|6|7417|
3|11|7|7338|
3|11|8|7649|
3|11|9|7565|
3|11|10|7466|
3|11|11|7459|
3|12|1|7492|
3|12|2|7172|
3|12|3|7636|
3|12|4|7483|
3|12|5|7544|
3|12|6|7613|
3|12|7|7149|
3|12|8|7577|
3|12|9|7461|
3|12|10|7416|
3|12|11|7691|
3|13|1|7674|
3|13|2|7747|
3|13|3|7636|
3|13|4|7808|
3|13|5|7890|
3|13|6|7460|
3|13|7|7817|
3|13|8|8263|
3|13|9|7820|
3|13|10|8115|
3|13|11|8360|
3|14|1|7549|
3|14|2|7519|
3|14|3|7772|
3|14|4|7372|
3|14|5|7735|
3|14|6|7824|
3|14|7|7342|
3|14|8|7418|
3|14|9|7199|
3|14|10|7387|
3|14|11|7397|
3|15|1|6887|
3|15|2|7316|
3|15|3|6790|
3|15|4|6920|
3|15|5|6802|
3|15|6|6969|
3|15|7|6747|
3|15|8|6707|
3|15|9|6737|
3|15|10|6885|
3|15|11|7129|
3|16|1|6381|
3|16|2|6132|
3|16|3|6351|
3|16|4|6107|
3|16|5|6352|
3|16|6|5990|
3|16|7|6015|
3|16|8|6027|
3|16|9|5693|
3|16|10|5993|
3|16|11|6044|
3|17|1|8060|
3|17|2|8057|
3|17|3|8077|
3|17|4|8068|
3|17|5|8398|
3|17|6|8028|
3|17|7|8369|
3|17|8|7829|
3|17|9|8231|
3|17|10|8138|
3|17|11|8121|
3|18|1|6976|
3|18|2|6630|
3|18|3|6903|
3|18|4|6935|
3|18|5|6890|
3|18|6|7300|
3|18|7|6988|
3|18|8|6779|
3|18|9|6556|
3|18|10|6564|
3|18|11|6920|
3|19|1|4832|
3|19|2|5217|
3|19|3|5258|
3|19|4|5370|
3|19|5|5170|
3|19|6|5245|
3|19|7|5002|
3|19|8|4931|
3|19|9|5496|
3|19|10|5092|
3|19|11|5092|
3|20|1|7591|
3|20|2|8121|
3|20|3|7537|
3|20|4|7251|
3|20|5|7677|
3|20|6|7677|
3|20|7|7800|
3|20|8|7597|
3|20|9|7246|
3|20|10|7675|
3|20|11|7516|
3|21|1|6510|
3|21|2|6300|
3|21|3|6812|
3|21|4|6913|
3|21|5|6426|
3|21|6|6523|
3|21|7|6451|
3|21|8|6568|
3|21|9|6627|
3|21|10|6481|
3|21|11|6813|
3|22|1|6425|
3|22|2|5946|
3|22|3|5876|
3|22|4|6105|
3|22|5|6018|
3|22|6|5877|
3|22|7|5972|
3|22|8|5847|
3|22|9|5735|
3|22|10|6173|
3|22|11|6141|
3|23|1|4676|
3|23|2|5077|
3|23|3|4887|
3|23|4|4958|
3|23|5|5227|
3|23|6|5111|
3|23|7|5073|
3|23|8|5051|
3|23|9|5161|
3|23|10|5336|
3|23|11|4927|
3|24|1|6562|
3|24|2|6875|
3|24|3|6204|
3|24|4|6717|
3|24|5|6230|
3|24|6|6581|
3|24|7|6161|
3|24|8|6390|
3|24|9|6581|
3|24|10|6302|
3|24|11|6735|
3|25|1|7238|
3|25|2|7483|
3|25|3|7640|
3|25|4|7482|
3|25|5|7007|
3|25|6|7520|
3|25|7|7759|
3|25|8|7527|
3|25|9|7421|
3|25|10|7518|
3|25|11|7322|
3|26|1|5630|
3|26|2|5752|
3|26|3|5723|
3|26|4|5524|
3|26|5|5597|
3|26|6|5670|
3|26|7|5406|
3|26|8|5386|
3|26|9|5582|
3|26|10|5431|
3|26|11|6038|
3|27|1|5796|
3|27|2|5947|
3|27|3|5711|
3|27|4|6030|
3|27|5|5928|
3|27|6|5800|
3|27|7|6146|
3|27|8|5758|
3|27|9|5940|
3|27|10|6053|
3|27|11|6177|
3|28|1|6776|
3|28|2|6439|
3|28|3|6926|
3|28|4|6517|
3|28|5|6498|
3|28|6|6559|
3|28|7|6306|
3|28|8|6495|
3|28|9|6205|
3|28|10|6435|
3|28|11|6376|
3|29|1|6594|
3|29|2|6339|
3|29|3|6090|
3|29|4|6157|
3|29|5|6149|
3|29|6|6256|
3|29|7|6431|
3|29|8|6311|
3|29|9|6511|
3|29|10|6612|
3|29|11|6285|
3|30|1|6107|
3|30|2|6530|
3|30|3|6422|
3|30|4|6428|
3|30|5|6798|
3|30|6|6711|
3|30|7|6717|
3|30|8|6789|
3|30|9|6424|
3|30|10|6995|
3|30|11|6431|
3|31|1|7244|
3|31|2|7616|
3|31|3|7675|
3|31|4|6898|
3|31|5|7317|
3|31|6|7404|
3|31|7|7194|
3|31|8|7094|
3|31|9|6622|
3|31|10|6932|
3|31|11|7220|
3|32|1|6332|
3|32|2|6653|
3|32|3|6030|
3|32|4|5930|
3|32|5|6404|
3|32|6|6389|
3|32|7|6234|
3|32|8|6428|
3|32|9|6167|
3|32|10|5857|
3|32|11|6088|
3|33|1|6280|
3|33|2|6455|
3|33|3|6813|
3|33|4|6450|
3|33|5|6535|
3|33|6|6652|
3|33|7|6313|
3|33|8|6359|
3|33|9|6669|
3|33|10|6599|
3|33|11|6976|
3|34|1|4786|
3|34|2|4518|
3|34|3|4606|
3|34|4|5314|
3|34|5|4375|
3|34|6|4844|
3|34|7|4389|
3|34|8|4792|
3|34|9|4816|
3|34|10|4270|
3|34|11|4829|
3|35|1|4997|
3|35|2|4663|
3|35|3|4888|
3|35|4|5112|
3|35|5|4944|
3|35|6|4871|
3|35|7|4845|
3|35|8|4799|
3|35|9|4920|
3|35|10|4915|
3|35|11|4705|
3|36|1|4803|
3|36|2|4729|
3|36|3|4953|
3|36|4|5132|
3|36|5|4630|
3|36|6|4651|
3|36|7|4750|
3|36|8|4957|
3|36|9|4836|
3|36|10|4676|
3|36|11|4791|
3|37|1|5267|
3|37|2|5345|
3|37|3|5186|
3|37|4|5468|
3|37|5|5503|
3|37|6|5493|
3|37|7|5349|
3|37|8|5016|
3|37|9|5383|
3|37|10|5301|
3|37|11|5324|
3|38|1|5803|
3|38|2|5514|
3|38|3|5767|
3|38|4|5637|
3|38|5|5906|
3|38|6|6016|
3|38|7|5509|
3|38|8|5424|
3|38|9|5359|
3|38|10|5851|
3|38|11|5973|
3|39|1|4614|
3|39|2|4829|
3|39|3|4802|
3|39|4|4667|
3|39|5|4919|
3|39|6|4750|
3|39|7|4665|
3|39|8|4897|
3|39|9|5005|
3|39|10|4907|
3|39|11|4659|
3|40|1|5366|
3|40|2|5747|
3|40|3|5469|
3|40|4|4943|
3|40|5|5571|
3|40|6|5904|
3|40|7|5354|
3|40|8|5471|
3|40|9|5551|
3|40|10|5419|
3|40|11|5759|
3|41|1|0|
3|41|2|0|
3|41|3|0|
3|41|4|0|
3|41|5|0|
3|41|6|0|
3|41|7|0|
3|41|8|0|
3|41|9|0|
3|41|10|0|
3|41|11|0|
4|1|310|310|38.61|
4|2|319|319|42.98|
4|3|344|344|40.36|
4|4|293|292|40.85|
4|5|330|330|41.62|
4|6|254|254|38.52|
4|7|292|292|43.26|
4|8|295|295|39.67|
4|9|313|313|41.19|
4|10|319|319|40.06|
4|11|342|342|40.38|
4|12|339|339|40.33|
4|13|361|361|41.52|
4|14|339|339|42.46|
4|15|317|317|41.33|
4|16|276|276|40.19|
4|17|366|367|40.10|
4|18|311|310|40.67|
4|19|234|234|39.76|
4|20|348|348|42.20|
4|21|302|302|39.05|
4|22|274|274|40.72|
4|23|228|228|39.28|
4|24|292|292|41.76|
4|25|337|337|41.27|
4|26|254|254|38.56|
4|27|267|267|40.60|
4|28|297|297|40.26|
4|29|283|283|39.18|
4|30|301|301|39.32|
4|31|332|332|39.84|
4|32|283|283|38.87|
4|33|297|297|41.27|
4|34|209|209|38.68|
4|35|221|221|37.25|
4|36|215|215|39.26|
4|37|243|243|38.37|
4|38|257|257|41.57|
4|39|219|219|39.97|
4|40|249|249|40.09|
4|41|0|100|0.00|
5|2|1|14278|
5|2|2|14648|
5|2|3|14449|
5|2|4|14279|
5|2|5|14800|
5|2|6|14840|
5|2|7|14931|
5|2|8|15180|
5|2|9|14686|
5|2|10|15091|
5|2|11|14405|
5|3|1|19147|
5|3|2|20093|
5|3|3|19808|
5|3|4|19356|
5|3|5|20043|
5|3|6|19915|
5|3|7|20057|
5|3|8|19641|
5|3|9|18986|
5|3|10|19980|
5|3|11|19828|
5|4|1|3755|
5|4|2|3773|
5|4|3|4166|
5|4|4|4058|
5|4|5|3712|
5|4|6|3663|
5|4|7|3804|
5|4|8|4087|
5|4|9|3846|
5|4|10|3760|
5|4|11|4055|
5|5|1|38554|
5|5|2|39476|
5|5|3|38292|
5|5|4|38626|
5|5|5|39423|
5|5|6|38574|
5|5|7|38815|
5|5|8|38521|
5|5|9|39468|
5|5|10|37834|
5|5|11|38527|
5|6|1|13268|
5|6|2|13448|
5|6|3|13141|
5|6|4|13027|
5|6|5|13154|
5|6|6|12959|
5|6|7|12762|
5|6|8|12734|
5|6|9|12430|
5|6|10|12878|
5|6|11|13173|
5|7|1|47827|
5|7|2|48298|
5|7|3|46994|
5|7|4|47278|
5|7|5|47293|
5|7|6|47688|
5|7|7|46585|
5|7|8|46839|
5|7|9|47438|
5|7|10|47238|
5|7|11|47682|
5|8|1|6280|
5|8|2|6455|
5|8|3|6813|
5|8|4|6450|
5|8|5|6535|
5|8|6|6652|
5|8|7|6313|
5|8|8|6359|
5|8|9|6669|
5|8|10|6599|
5|8|11|6976|
5|9|1|2442|
5|9|2|2272|
5|9|3|2354|
5|9|4|2535|
5|9|5|2188|
5|9|6|2404|
5|9|7|2335|
5|9|8|2487|
5|9|9|2576|
5|9|10|2223|
5|9|11|2385|
5|10|1|20225|
5|10|2|20280|
5|10|3|20643|
5|10|4|20582|
5|10|5|20077|
5|10|6|21161|
5|10|7|20882|
5|10|8|20598|
5|10|9|20188|
5|10|10|20239|
5|10|11|20418|
5|11|1|774851291|
5|11|2|791562540|
5|11|3|774785810|
5|11|4|771759827|
5|11|5|7131|
5|11|6|7311|
5|11|7|6899|
5|11|8|7104|
5|11|9|7160|
5|11|10|6962|
5|11|11|7149|
5|12|1|16436|
5|12|2|16606|
5|12|3|16422|
5|12|4|16048|
5|12|5|16980|
5|12|6|17413|
5|12|7|16212|
5|12|8|15911|
5|12|9|16293|
5|12|10|16571|
5|12|11|17056|
5|13|1|9417|
5|13|2|9558|
5|13|3|9755|
5|13|4|9799|
5|13|5|9549|
5|13|6|9401|
5|13|7|9415|
5|13|8|9854|
5|13|9|9841|
5|13|10|9583|
5|13|11|9450|
5|14|1|12395|
5|14|2|12538|
5|14|3|12160|
5|14|4|12009|
5|14|5|12609|
5|14|6|12224|
5|14|7|12681|
5|14|8|11615|
5|14|9|12047|
5|14|10|12377|
5|14|11|12219|
5|15|1|17148|
5|15|2|17245|
5|15|3|17332|
5|15|4|17288|
5|15|5|17688|
5|15|6|17339|
5|15|7|18236|
5|15|8|17505|
5|15|9|17545|
5|15|10|17854|
5|15|11|17685|
5|16|1|11988|
5|16|2|11826|
5|16|3|12208|
5|16|4|12046|
5|16|5|11756|
5|16|6|12168|
5|16|7|11355|
5|16|8|11693|
5|16|9|11464|
5|16|10|11765|
5|16|11|11366|
5|17|1|15215|
5|17|2|14265|
5|17|3|15507|
5|17|4|15117|
5|17|5|14949|
5|17|6|15030|
5|17|7|14487|
5|17|8|15226|
5|17|9|15026|
5|17|10|14882|
5|17|11|15150|
6|2|674|674|40.96|
6|3|900|900|39.89|
6|4|179|179|38.74|
6|5|1763|1762|40.63|
6|6|593|593|40.79|
6|7|2145|2145|39.81|
6|8|297|297|41.27|
6|9|108|108|38.14|
6|10|929|928|287284.38|
6|11|322|322|-566541.31|
6|12|749|749|40.00|
6|13|434|434|39.61|
6|14|556|557|40.24|
6|15|798|798|41.07|
6|16|534|534|41.69|
6|17|681|681|40.36|
