id_distrito,id_delegacion,id_seccion,tipo_casilla,clave_mdc,id_tipo_eleccion,tipo_acta,votos_part_1,votos_part_2,votos_part_3,votos_part_4,votos_part_5,votos_part_6,votos_part_7,votos_part_8,votos_part_9,votos_part_10,votos_part_11,votos_part_12,total_votos_cc1,total_votos_cc2,total_votos_cc3,votos_nulos,votacion_total,boletas_sob,ciu_votaron,boletas_extraidas,id_usuario,fecha_alta,fecha_modif,estatus
1,5,822,C2,822-C2,1,1,98,10,1,12,3,1,67,0,7,3,0,0,20,17,0,8,210,469,210,210,123,03/06/2012 09:30,03/06/2012 09:30,T
1,5,822,C2,822-C2,2,1,23,20,6,5,27,8,15,0,5,8,0,0,52,27,0,3,120,559,120,120,123,03/06/2012 09:31,03/06/2012 09:31,T
1,5,822,C2,822-C2,3,1,98,160,3,1,100,5,9,0,0,4,0,0,0,13,0,8,388,291,388,388,1,03/06/2012 09:31,03/06/2012 12:25,T
1,5,823,B,823-B,1,1,93,6,11,5,15,4,43,0,13,67,0,0,34,87,0,8,265,374,265,265,123,03/06/2012 09:31,03/06/2012 09:31,T
1,5,823,B,823-B,2,1,3,5,4,19,2,1,17,0,14,16,0,0,21,40,0,2,83,556,83,83,123,03/06/2012 09:31,03/06/2012 09:31,T
1,5,823,B,823-B,3,1,93,12,15,22,9,3,54,0,0,12,0,0,0,52,0,8,228,411,228,228,123,03/06/2012 09:32,03/06/2012 09:32,T
1,5,823,C1,823-C1,1,1,105,12,3,25,10,7,61,0,3,14,0,0,25,49,0,0,240,400,240,240,123,03/06/2012 09:32,03/06/2012 09:32,T
1,5,823,C1,823-C1,2,1,50,8,34,7,17,18,38,0,20,7,0,0,45,66,0,0,199,441,199,199,123,03/06/2012 09:33,03/06/2012 09:33,T
1,5,823,C1,823-C1,3,1,105,108,10,1,200,6,61,0,0,14,0,0,0,31,0,0,505,135,505,505,123,03/06/2012 09:33,03/06/2012 09:33,T
1,5,823,C2,823-C2,1,1,88,3,16,8,9,14,63,0,8,6,0,0,20,44,0,3,218,422,218,218,123,03/06/2012 09:33,03/06/2012 09:33,T
1,5,823,C2,823-C2,2,1,101,49,11,10,18,14,16,0,10,2,0,0,77,37,0,1,232,408,232,232,123,03/06/2012 09:34,03/06/2012 09:34,T
1,5,823,C2,823-C2,3,1,88,210,6,4,6,31,89,0,0,16,0,0,0,57,0,3,453,187,453,453,123,03/06/2012 09:34,03/06/2012 09:34,T
1,5,824,B,824-B,1,1,66,15,9,14,11,10,71,0,2,3,0,0,28,36,0,9,210,386,210,210,123,03/06/2012 09:34,03/06/2012 09:34,T
1,5,824,B,824-B,2,1,3,2,4,32,1,10,91,0,5,1,0,0,8,47,0,6,155,441,155,155,123,03/06/2012 09:34,03/06/2012 09:34,T
1,5,824,B,824-B,3,1,66,130,7,2,11,11,29,0,0,8,0,0,0,28,0,9,273,323,273,273,123,03/06/2012 09:35,03/06/2012 09:35,T
1,5,824,C1,824-C1,1,1,79,4,20,6,8,6,9,0,6,5,0,0,18,37,0,4,147,449,147,147,123,03/06/2012 09:35,03/06/2012 09:35,T
1,5,824,C1,824-C1,2,1,118,48,5,10,25,2,51,0,2,9,0,0,75,26,0,1,271,325,271,271,123,03/06/2012 09:36,03/06/2012 09:36,T
1,5,824,C1,824-C1,3,1,79,14,16,6,180,9,13,0,0,25,0,0,0,56,0,4,346,250,346,346,123,03/06/2012 09:36,03/06/2012 09:36,T
1,5,824,C2,824-C2,1,1,25,13,6,17,15,9,77,0,1,8,0,0,29,40,0,3,174,422,174,174,123,03/06/2012 09:36,03/06/2012 09:36,T
1,5,824,C2,824-C2,2,1,118,48,5,10,25,2,51,0,2,9,0,0,75,26,0,1,271,325,271,271,123,03/06/2012 09:37,03/06/2012 09:37,T
1,5,824,C2,824-C2,3,1,25,150,10,36,3,1,52,0,0,5,0,0,0,52,0,3,285,311,285,285,123,03/06/2012 09:37,03/06/2012 09:37,T
1,5,824,C3,824-C3,1,1,29,8,12,2,32,15,148,0,30,12,0,0,70,41,0,1,289,307,289,289,123,03/06/2012 09:37,03/06/2012 09:37,T
1,5,824,C3,824-C3,2,1,130,7,9,17,7,8,12,0,8,5,0,0,22,39,0,5,208,388,208,208,123,03/06/2012 09:37,03/06/2012 09:37,T
